fid,lo_tp_quad,lo_tp_lote,SQL,IPTU22_QtdProprietarios,IPTU22_AnoConstrucaoCorrigido,IPTU22_AreaTerreno,IPTU22_AreaConstruida,IPTU22_AreaOcupada,IPTU22_CA,IPTU22_QtdPavimentos,IPTU22_QtdEsquinas,IPTU22_TipoTerreno,IPTU22_Testada,IPTU_Progressivo,PEUC,Tombado,Ocupado,Publico,UnicoDono,Tipologia
"214",F,F,"0020430051","1","1976","310.0","1120.0","280.0","36","40","0.0",Normal,"10,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"215",F,F,"0020810055","1","1938","231.0","390.0","210.0","17","20","0.0",Normal,"6,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"216",F,F,"0020800163","1","1991","380.0","380.0","380.0","10","10","0.0",Normal,"12,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"217",F,F,"0020580041","1","1985","175.0","123.0","123.0","7","10","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"218",F,F,"0020860000","2","1970","499.0","298.0","400.0","12","80","0.0",Normal,"25,80",Não,Não,Não,Não,Não,Não,Uso Misto
"219",F,F,"0020860000","2","1970","499.0","298.0","400.0","12","80","0.0",Normal,"25,80",Não,Não,Não,Não,Não,Não,Uso Misto
"220",F,F,"0020430003","1","1964","135.0","100.0","100.0","7","10","0.0",Normal,"7,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"221",F,F,"0020440015","1","1970","162.0","455.0","156.0","28","30","0.0",Normal,"6,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"222",F,F,"0020450000","2","1970","130.0","99.0","122.0","15","30","0.0",Normal,"8,15",Não,Não,Não,Não,Não,Não,Uso Misto
"223",F,F,"0020530035","1","1939","38.0","30.0","30.0","8","10","0.0",Normal,"5,85",Não,Não,Não,Não,Não,Sim,Não Residencial
"224",F,F,"0020560030","1","1944","65.0","110.0","65.0","17","20","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Residencial
"225",F,F,"0020530036","1","1924","65.0","65.0","65.0","10","10","1.0",De esquina,"10,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"226",F,F,"0020840008","1","1939","259.0","500.0","250.0","19","20","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"227",F,F,"0020840007","1","1970","255.0","230.0","230.0","9","10","0.0",Normal,"6,90",Não,Não,Não,Não,Não,Sim,Não Residencial
"228",F,F,"0020490001","1","1939","85.0","100.0","55.0","12","20","0.0",Normal,"6,82",Não,Não,Não,Não,Não,Sim,Residencial
"229",F,F,"0020810059","1","1934","123.0","404.0","123.0","33","20","1.0",De esquina,"7,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"230",F,F,"0020780011","1","1949","115.0","180.0","100.0","16","20","0.0",Normal,"6,90",Não,Não,Sim,Não,Não,Sim,Uso Misto
"231",F,F,"0020550092","1","1946","428.0","1211.0","428.0","28","30","1.0",De esquina,"25,10",Não,Não,Não,Não,Não,Sim,Uso Misto
"232",F,F,"0020440039","1","1949","182.0","160.0","160.0","9","10","0.0",Normal,"7,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"233",F,F,"0020440038","1","1970","194.0","259.0","129.0","13","10","0.0",Normal,"7,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"234",F,F,"0020490010","1","1939","114.0","110.0","55.0","10","20","0.0",Normal,"4,61",Não,Não,Não,Não,Não,Sim,Residencial
"235",F,F,"0020410039","1","1989","385.0","750.0","375.0","19","20","0.0",Normal,"10,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"236",F,F,"0020430021","1","1961","168.0","167.0","167.0","10","10","0.0",Normal,"4,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"237",F,F,"0020800023","1","0","135.0","0.0","0.0","0","0","0.0",Normal,"5,20",Não,Não,Não,Não,Não,Sim,Terreno
"238",F,F,"0020430022","1","1990","172.0","100.0","100.0","6","10","0.0",Normal,"4,30",Não,Não,Não,Não,Não,Sim,Não Residencial
"239",F,F,"0020530008","1","1959","240.0","340.0","170.0","14","20","0.0",Normal,"6,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"240",F,F,"0020850058","1","1964","42.0","84.0","42.0","20","20","1.0",De esquina,"9,90",Não,Não,Não,Não,Não,Sim,Não Residencial
"242",F,F,"0020530007","1","1970","205.0","358.0","200.0","17","20","0.0",Normal,"6,08",Não,Não,Não,Não,Não,Sim,Uso Misto
"243",F,F,"0020780018","1","1970","306.0","304.0","280.0","10","20","0.0",Normal,"7,30",Não,Não,Não,Não,Não,Sim,Uso Misto
"244",F,F,"0020770029","1","1929","54.0","45.0","45.0","8","10","0.0",Normal,"5,90",Não,Não,Não,Não,Não,Sim,Residencial
"245",F,F,"0020800093","1","1945","260.0","450.0","150.0","17","30","1.0",De esquina,"8,30",Não,Não,Não,Não,Não,Sim,Uso Misto
"246",F,F,"0020800094","1","1929","85.0","70.0","70.0","8","10","0.0",Normal,"5,70",Não,Não,Não,Não,Não,Sim,Residencial
"247",F,F,"0020800082","1","1919","62.0","60.0","60.0","10","10","0.0",Terreno interno,"7,50",Não,Não,Não,Não,Não,Sim,Residencial
"249",F,F,"0020290045","1","1977","231.0","329.0","231.0","14","20","1.0",De esquina,"21,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"250",F,F,"0020850061","1","1962","917.0","1535.0","917.0","17","40","1.0",De esquina,"19,60",Não,Não,Não,Não,Não,Sim,Não Residencial
"251",F,F,"0020570081","1","1949","70.0","90.0","45.0","13","20","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Residencial
"252",F,F,"0020570080","1","1949","68.0","90.0","45.0","13","20","0.0",Normal,"5,25",Não,Não,Não,Não,Não,Sim,Residencial
"253",F,F,"0020820031","1","1987","231.0","693.0","231.0","30","30","0.0",Normal,"7,40",Não,Não,Não,Não,Não,Sim,Não Residencial
"255",F,F,"0020480020","1","1939","66.0","110.0","55.0","17","20","0.0",Normal,"4,60",Não,Não,Não,Não,Não,Sim,Residencial
"256",F,F,"0020800087","1","1930","360.0","300.0","300.0","8","10","0.0",Normal,"7,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"257",F,F,"0020430033","1","1983","182.0","227.0","180.0","12","10","0.0",Normal,"4,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"258",F,F,"0020480021","1","1939","66.0","110.0","55.0","17","20","0.0",Normal,"4,50",Não,Não,Não,Não,Não,Sim,Residencial
"259",F,F,"0020380011","1","1970","175.0","220.0","170.0","13","20","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"260",F,F,"0020760036","1","1954","178.0","178.0","178.0","10","10","0.0",Normal,"4,68",Não,Não,Não,Não,Não,Sim,Não Residencial
"261",F,F,"0020390004","1","1949","213.0","366.0","213.0","17","20","0.0",Normal,"6,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"262",F,F,"0020450060","1","1970","184.0","160.0","160.0","9","10","0.0",Normal,"6,60",Não,Não,Não,Não,Não,Sim,Não Residencial
"263",F,F,"0020390096","1","1964","180.0","500.0","175.0","28","30","0.0",Normal,"7,47",Não,Não,Não,Não,Não,Sim,Uso Misto
"264",F,F,"0020390094","1","1964","180.0","500.0","175.0","28","30","0.0",Normal,"7,17",Não,Não,Não,Não,Não,Sim,Uso Misto
"265",F,F,"0020810040","1","1968","224.0","400.0","200.0","18","20","0.0",Normal,"5,60",Não,Não,Não,Não,Não,Sim,Não Residencial
"266",F,F,"0020810041","1","1976","203.0","450.0","150.0","22","30","0.0",Normal,"5,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"267",F,F,"0020550028","1","1939","55.0","100.0","50.0","18","20","0.0",Normal,"4,70",Não,Não,Não,Não,Não,Sim,Residencial
"268",F,F,"0020890000","1","1970","1564.0","3917.0","1564.0","25","30","1.0",De esquina,"42,15",Não,Não,Não,Não,Não,Sim,Não Residencial
"269",F,F,"0020550011","1","1949","194.0","160.0","160.0","8","10","0.0",Normal,"5,25",Não,Não,Não,Não,Não,Sim,Não Residencial
"270",F,F,"0020760025","1","1961","100.0","100.0","100.0","10","10","0.0",Normal,"4,10",Não,Não,Não,Não,Não,Sim,Não Residencial
"271",F,F,"0020410006","1","1929","317.0","320.0","317.0","10","20","0.0",Normal,"6,60",Não,Não,Não,Não,Não,Sim,Não Residencial
"272",F,F,"0020550012","1","1954","180.0","400.0","160.0","22","30","0.0",Normal,"5,30",Não,Não,Não,Não,Não,Sim,Uso Misto
"273",F,F,"0020570047","1","1949","89.0","120.0","60.0","13","20","0.0",Normal,"8,10",Não,Não,Não,Não,Não,Sim,Residencial
"274",F,F,"0020570048","1","1949","86.0","120.0","60.0","14","20","0.0",Normal,"7,90",Não,Não,Não,Não,Não,Sim,Residencial
"275",F,F,"0020570040","1","1939","101.0","100.0","50.0","10","20","0.0",Normal,"5,35",Não,Não,Não,Não,Não,Sim,Não Residencial
"276",F,F,"0020480028","1","1930","400.0","462.0","400.0","12","10","0.0",Normal,"9,53",Não,Não,Sim,Não,Não,Sim,Não Residencial
"277",F,F,"0020480027","1","1925","402.0","428.0","402.0","11","10","1.0",De esquina,"9,58",Não,Não,Sim,Não,Não,Sim,Não Residencial
"278",F,F,"0020430002","1","1964","88.0","130.0","80.0","15","20","0.0",Normal,"4,90",Não,Não,Não,Não,Não,Sim,Uso Misto
"279",F,F,"0020170000","2","1960","457.0","168.0","425.0","7","30","0.0",Normal,"14,00",Não,Não,Não,Não,Não,Não,Uso Misto
"281",F,F,"0020850043","1","1949","132.0","100.0","100.0","8","10","0.0",Normal,"4,70",Não,Não,Não,Não,Não,Sim,Não Residencial
"282",F,F,"0020820007","1","1963","228.0","208.0","208.0","9","20","0.0",Normal,"5,70",Não,Não,Não,Não,Não,Sim,Uso Misto
"283",F,F,"0020480023","1","1939","66.0","110.0","55.0","17","20","0.0",Normal,"4,95",Não,Não,Não,Não,Não,Sim,Residencial
"284",F,F,"0020370002","1","1970","92.0","180.0","90.0","20","20","2.0",De duas ou mais,"8,60",Não,Não,Não,Não,Não,Sim,Uso Misto
"285",F,F,"0020390011","1","1965","244.0","400.0","200.0","16","20","0.0",Normal,"6,10",Não,Não,Não,Não,Não,Sim,Uso Misto
"286",F,F,"0020430064","1","1970","234.0","234.0","234.0","10","10","0.0",Normal,"7,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"288",F,F,"0020430020","1","1991","160.0","166.0","160.0","10","10","0.0",Normal,"4,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"289",F,F,"0020810042","1","1952","155.0","302.0","134.0","19","20","0.0",Normal,"5,25",Não,Não,Não,Não,Não,Sim,Uso Misto
"290",F,F,"0020810067","1","1982","900.0","1303.0","900.0","14","20","1.0",De esquina,"25,70",Não,Não,Não,Não,Não,Sim,Não Residencial
"291",F,F,"0020780000","2","1970","967.0","326.0","800.0","10","140","0.0",Normal,"21,66",Não,Não,Não,Não,Não,Não,Uso Misto
"292",F,F,"0020450003","1","1939","228.0","200.0","200.0","9","10","0.0",Normal,"7,60",Não,Não,Não,Não,Não,Sim,Não Residencial
"293",F,F,"0020460037","1","1950","245.0","500.0","220.0","20","30","0.0",Normal,"6,90",Não,Não,Não,Não,Não,Sim,Uso Misto
"294",F,F,"0020840000","3","1962","525.0","77.0","525.0","4","70","1.0",De esquina,"23,70",Não,Não,Não,Não,Não,Não,Uso Misto
"295",F,F,"0020570062","1","1951","71.0","124.0","70.0","17","20","0.0",Terreno interno,"5,10",Não,Não,Não,Não,Não,Sim,Residencial
"296",F,F,"0020560044","1","1957","162.0","447.0","140.0","28","30","0.0",Normal,"8,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"298",F,F,"0020580061","1","1970","585.0","685.0","585.0","12","20","1.0",De esquina,"10,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"299",F,F,"0020430072","1","1963","169.0","280.0","150.0","17","20","0.0",Normal,"5,35",Não,Não,Não,Não,Não,Sim,Uso Misto
"300",F,F,"0020430097","1","1970","477.0","450.0","450.0","9","10","0.0",Normal,"13,60",Não,Não,Não,Não,Não,Sim,Não Residencial
"302",F,F,"0020540003","1","1951","723.0","1043.0","723.0","14","20","0.0",Normal,"10,95",Não,Não,Não,Não,Não,Sim,Não Residencial
"303",F,F,"0020420002","1","1980","192.0","128.0","128.0","7","10","0.0",Normal,"6,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"304",F,F,"0020410007","1","1934","369.0","300.0","300.0","8","10","0.0",Normal,"8,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"305",F,F,"0020570059","1","1944","70.0","88.0","50.0","13","20","0.0",Terreno interno,"5,10",Não,Não,Não,Não,Não,Sim,Residencial
"306",F,F,"0020800454","1","1959","2393.0","386.0","218.0","2","20","0.0",Normal,"34,05",Não,Não,Não,Não,Não,Sim,Não Residencial
"307",F,F,"0020760072","1","1976","340.0","654.0","327.0","19","20","0.0",Normal,"10,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"308",F,F,"0020810033","1","1919","91.0","91.0","91.0","10","10","0.0",Terreno interno,"7,00",Não,Não,Não,Não,Não,Sim,Residencial
"309",F,F,"0020760000","2","1953","483.0","254.0","430.0","11","80","0.0",Normal,"9,60",Não,Não,Não,Não,Não,Não,Uso Misto
"310",F,F,"0020890014","1","1970","112.0","100.0","100.0","9","10","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"311",F,F,"0020800009","1","1970","60.0","100.0","50.0","17","20","0.0",Terreno interno,"5,00",Não,Não,Não,Não,Não,Sim,Residencial
"313",F,F,"0020380082","1","1939","350.0","350.0","350.0","10","10","0.0",Normal,"10,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"314",F,F,"0020800026","1","1936","354.0","340.0","340.0","10","10","0.0",Normal,"5,90",Não,Não,Não,Não,Não,Sim,Não Residencial
"315",F,F,"0020380025","1","1959","192.0","450.0","190.0","23","30","0.0",Normal,"6,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"316",F,F,"0020820047","1","1970","232.0","390.0","232.0","17","20","0.0",Normal,"9,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"317",F,F,"0020830037","1","1949","104.0","200.0","100.0","19","20","0.0",Normal,"5,12",Não,Não,Não,Não,Não,Sim,Uso Misto
"318",F,F,"0020570063","1","1959","70.0","80.0","40.0","11","20","0.0",Terreno interno,"5,10",Não,Não,Não,Não,Não,Sim,Residencial
"319",F,F,"0020290021","1","1944","67.0","67.0","67.0","10","10","0.0",Normal,"4,85",Não,Não,Não,Não,Não,Sim,Não Residencial
"320",F,F,"0020780014","1","1939","135.0","100.0","100.0","7","10","1.0",De esquina,"5,40",Não,Não,Não,Não,Não,Sim,Uso Misto
"321",F,F,"0020540000","2","1972","168.0","119.0","122.0","14","40","0.0",Normal,"6,00",Não,Não,Não,Não,Não,Não,Uso Misto
"322",F,F,"0020540043","1","1959","810.0","4600.0","750.0","57","80","1.0",De esquina,"23,50",Não,Não,Não,Não,Não,Sim,Uso Misto
"323",F,F,"0020860008","1","0","245.0","0.0","0.0","0","0","0.0",Normal,"9,00",Não,Não,Não,Não,Não,Sim,Terreno
"324",F,F,"0020860026","1","1939","185.0","150.0","150.0","8","10","0.0",Normal,"5,30",Não,Não,Não,Não,Não,Sim,Não Residencial
"325",F,F,"0020440042","1","1939","189.0","720.0","165.0","38","40","1.0",De esquina,"19,75",Não,Não,Não,Não,Não,Sim,Uso Misto
"326",F,F,"0020770050","1","1954","336.0","336.0","336.0","10","10","0.0",Normal,"20,35",Não,Não,Não,Não,Não,Sim,Não Residencial
"327",F,F,"0020570046","1","1949","75.0","100.0","50.0","13","20","0.0",Normal,"5,45",Não,Não,Não,Não,Não,Sim,Não Residencial
"328",F,F,"0020440044","1","1960","314.0","809.0","295.0","26","40","0.0",Normal,"13,15",Não,Não,Não,Não,Não,Sim,Uso Misto
"329",F,F,"0020290004","1","1944","150.0","130.0","130.0","9","10","0.0",Normal,"4,70",Não,Não,Não,Não,Não,Sim,Não Residencial
"330",F,F,"0020570045","1","1939","85.0","100.0","50.0","12","20","0.0",Normal,"5,35",Não,Não,Não,Não,Não,Sim,Residencial
"331",F,F,"0020410014","1","1949","170.0","280.0","140.0","16","20","0.0",Normal,"4,70",Não,Não,Não,Não,Não,Sim,Uso Misto
"332",F,F,"0020290036","1","1964","311.0","311.0","311.0","10","20","0.0",Normal,"5,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"333",F,F,"0020810002","1","1934","72.0","113.0","60.0","16","20","0.0",Normal,"8,80",Não,Não,Não,Não,Não,Sim,Uso Misto
"334",F,F,"0020410013","1","1949","165.0","250.0","130.0","15","20","0.0",Normal,"4,70",Não,Não,Não,Não,Não,Sim,Uso Misto
"335",F,F,"0020550041","1","1939","80.0","100.0","70.0","13","20","0.0",Normal,"4,30",Não,Não,Não,Não,Não,Sim,Residencial
"336",F,F,"0020860009","1","0","77.0","0.0","0.0","0","0","0.0",Normal,"6,35",Não,Não,Não,Não,Não,Sim,Terreno
"337",F,F,"0020580059","1","1959","1127.0","1050.0","1050.0","9","10","0.0",Normal,"21,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"338",F,F,"0020580060","1","1989","600.0","590.0","590.0","10","10","0.0",Normal,"12,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"339",F,F,"0020430062","1","1967","227.0","220.0","220.0","10","10","0.0",Normal,"6,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"340",F,F,"0020530211","1","1973","1319.0","1042.0","800.0","8","20","2.0",De duas ou mais,"29,90",Não,Não,Não,Não,Não,Sim,Não Residencial
"341",F,F,"0020290044","1","1944","110.0","100.0","100.0","9","10","0.0",Normal,"9,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"342",F,F,"0020430019","1","1970","196.0","217.0","150.0","11","20","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"343",F,F,"0020800079","1","1958","56.0","80.0","40.0","14","20","0.0",Terreno interno,"7,50",Não,Não,Não,Não,Não,Sim,Residencial
"344",F,F,"0020790019","1","1929","182.0","300.0","165.0","16","20","0.0",Normal,"8,30",Não,Não,Não,Não,Não,Sim,Uso Misto
"346",F,F,"0020830010","1","1929","38.0","60.0","30.0","16","30","0.0",Normal,"4,35",Não,Não,Sim,Não,Não,Sim,Não Residencial
"347",F,F,"0020800109","1","1929","90.0","148.0","80.0","16","20","0.0",Normal,"6,08",Não,Não,Não,Não,Não,Sim,Residencial
"348",F,F,"0020570001","1","1949","110.0","250.0","90.0","23","20","0.0",Normal,"5,50",Não,Não,Não,Não,Não,Sim,Uso Misto
"349",F,F,"0020170041","1","1949","166.0","166.0","166.0","10","10","0.0",Normal,"7,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"350",F,F,"0020170052","1","1970","150.0","120.0","120.0","8","10","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"351",F,F,"0020800030","1","1944","276.0","400.0","200.0","14","20","0.0",Normal,"4,60",Não,Não,Não,Não,Não,Sim,Uso Misto
"352",F,F,"0020490035","1","1949","140.0","80.0","80.0","6","10","0.0",Normal,"3,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"353",F,F,"0020490025","1","0","385.0","0.0","0.0","0","0","0.0",Normal,"10,70",Não,Não,Não,Não,Não,Sim,Terreno
"354",F,F,"0020170027","1","1973","325.0","714.0","325.0","22","30","0.0",Normal,"10,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"356",F,F,"0020800036","1","1919","127.0","180.0","90.0","14","20","0.0",Normal,"5,65",Não,Não,Não,Não,Não,Sim,Residencial
"357",F,F,"0020550037","1","1939","80.0","100.0","70.0","13","20","0.0",Normal,"4,30",Não,Não,Não,Não,Não,Sim,Residencial
"358",F,F,"0020800037","1","1954","103.0","183.0","90.0","18","20","0.0",Normal,"8,60",Não,Não,Não,Não,Não,Sim,Uso Misto
"359",F,F,"0020560053","1","1949","69.0","110.0","55.0","16","20","0.0",Normal,"4,30",Não,Não,Não,Não,Não,Sim,Não Residencial
"360",F,F,"0020810049","1","1959","405.0","479.0","350.0","12","20","0.0",Normal,"6,50",Não,Não,Não,Não,Não,Sim,Uso Misto
"361",F,F,"0020900028","1","1978","255.0","285.0","150.0","11","20","0.0",Normal,"10,96",Não,Não,Não,Não,Não,Sim,Não Residencial
"362",F,F,"0020560038","1","1944","70.0","110.0","70.0","16","20","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Residencial
"363",F,F,"0020810048","1","1939","202.0","250.0","125.0","12","20","0.0",Normal,"6,75",Não,Não,Não,Não,Não,Sim,Uso Misto
"364",F,F,"0020430082","1","1949","262.0","360.0","200.0","14","20","0.0",Normal,"6,60",Não,Não,Não,Não,Não,Sim,Uso Misto
"365",F,F,"0020580024","1","1959","180.0","355.0","178.0","20","20","1.0",De esquina,"6,25",Não,Não,Não,Não,Não,Sim,Não Residencial
"366",F,F,"0020490011","1","1939","114.0","110.0","55.0","10","20","0.0",Normal,"4,40",Não,Não,Não,Não,Não,Sim,Residencial
"367",F,F,"0020430083","1","1949","228.0","393.0","200.0","17","20","0.0",Normal,"6,50",Não,Não,Não,Não,Não,Sim,Uso Misto
"368",F,F,"0020380062","1","1944","170.0","150.0","150.0","9","10","0.0",Normal,"5,33",Não,Não,Não,Não,Não,Sim,Não Residencial
"369",F,F,"0020390065","1","1956","143.0","280.0","140.0","20","20","1.0",De esquina,"26,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"370",F,F,"0020490027","1","1970","90.0","90.0","90.0","10","10","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"371",F,F,"0020530061","1","1965","852.0","3252.0","852.0","38","60","1.0",De esquina,"28,20",Não,Não,Não,Não,Não,Sim,Uso Misto
"372",F,F,"0020390095","1","1939","255.0","230.0","230.0","9","10","0.0",Normal,"10,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"373",F,F,"0020390077","1","1934","87.0","70.0","70.0","8","10","0.0",Normal,"4,55",Não,Não,Não,Não,Não,Sim,Residencial
"374",F,F,"0020570000","2","1947","180.0","125.0","170.0","14","40","0.0",Normal,"9,00",Não,Não,Não,Não,Não,Não,Uso Misto
"375",F,F,"0020550060","1","1949","265.0","530.0","265.0","20","20","0.0",Normal,"13,88",Não,Não,Não,Não,Não,Sim,Não Residencial
"376",F,F,"0020540052","1","1983","515.0","584.0","483.0","11","20","0.0",Normal,"10,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"377",F,F,"0020570003","1","1959","111.0","380.0","90.0","34","40","0.0",Normal,"5,55",Não,Não,Não,Não,Não,Sim,Uso Misto
"378",F,F,"0020820041","1","1953","154.0","308.0","154.0","20","20","0.0",Normal,"4,40",Não,Não,Não,Não,Não,Sim,Não Residencial
